timestamp,server_timestamp,x,y,pitch,yaw,confidence,source
69461.19999998808,1771050249516.732,1014.0,699.75,0.10354166666666668,0.02812500000000001,0.5,simple
69595.79999995232,1771050249651.5042,1015.5,691.875,0.0984375,0.028906250000000022,0.5,simple
69718.39999997616,1771050249773.57,1014.0,702.0,0.10500000000000001,0.02812500000000001,0.5,simple
69854.19999998808,1771050249909.3,1014.0,697.5,0.10208333333333336,0.02812500000000001,0.5,simple
69978.69999998808,1771050250034.435,1009.5,698.625,0.10281249999999997,0.025781249999999978,0.5,simple
70112.39999997616,1771050250167.888,1018.5,703.125,0.10572916666666664,0.03046874999999999,0.5,simple
70237.29999995232,1771050250298.623,1006.5,703.125,0.10572916666666664,0.02421875000000001,0.5,simple
70370.39999997616,1771050250426.449,994.5,700.875,0.10427083333333331,0.017968749999999978,0.5,simple
70495.79999995232,1771050250551.037,984.0,704.25,0.10645833333333334,0.012500000000000011,0.5,simple
70628.79999995232,1771050250684.194,996.0,704.25,0.10645833333333334,0.01874999999999999,0.5,simple
70761.29999995232,1771050250816.631,987.0,702.0,0.10500000000000001,0.014062499999999978,0.5,simple
70895.29999995232,1771050250951.4001,963.0,695.25,0.10062500000000002,0.0015625000000000222,0.5,simple
71020,1771050251077.286,931.4999999999999,689.625,0.09697916666666667,-0.014843750000000044,0.5,simple
71146.19999998808,1771050251201.673,895.5,685.125,0.09406250000000001,-0.03359374999999998,0.5,simple
71279.19999998808,1771050251334.595,883.5000000000001,680.625,0.09114583333333336,-0.039843749999999956,0.5,simple
71405.09999996424,1771050251462.596,882.0,684.0,0.09333333333333331,-0.04062500000000002,0.5,simple
89122.09999996424,1771050269181.9128,976.5,680.625,0.09114583333333336,0.008593750000000011,0.5,simple
89225.89999997616,1771050269281.433,973.5,680.625,0.09114583333333336,0.007031249999999989,0.5,simple
89360.09999996424,1771050269415.7678,985.5,685.125,0.09406250000000001,0.013281250000000022,0.5,simple
89487.29999995232,1771050269542.887,984.0,681.75,0.09187499999999998,0.012500000000000011,0.5,simple
89621.79999995232,1771050269677.288,988.5,682.875,0.09260416666666668,0.014843749999999989,0.5,simple
89753.39999997616,1771050269809.637,994.5,687.375,0.09552083333333333,0.017968749999999978,0.5,simple
89879.89999997616,1771050269939.18,1000.5,696.375,0.10135416666666665,0.021093750000000022,0.5,simple
90011.19999998808,1771050270066.981,1002.0,693.0,0.0991666666666667,0.021874999999999978,0.5,simple
90146.5,1771050270202.378,1000.5,694.125,0.09989583333333332,0.021093750000000022,0.5,simple
90268.59999996424,1771050270324.664,1000.5,694.125,0.09989583333333332,0.021093750000000022,0.5,simple
90394.5,1771050270449.937,999.0,695.25,0.10062500000000002,0.02031250000000001,0.5,simple
90529.39999997616,1771050270584.623,999.0,699.75,0.10354166666666668,0.02031250000000001,0.5,simple
90661.19999998808,1771050270716.782,988.5,691.875,0.0984375,0.014843749999999989,0.5,simple
